date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
2016-04-26,0,0,887,False,Recommended,This is an amazing game when it comes to gameplay and scenery as well as the community and the esports this game has created. I truly have a great time playing this game (I'm champion in doubles!). Who knew cars rocket thrusters and soccer went so well together?,Rocket League®
2018-11-26,0,0,12,False,Recommended,Combine with PS4 controller and you're set.,Rocket League®
2018-11-26,0,0,18,False,Recommended,Fun game,Rocket League®
2018-11-26,0,0,45,False,Recommended,Very entertaining game to play with friend or alone good content and alot of customization i recommend!,Rocket League®
2018-11-26,0,0,201,False,Recommended,great game quite competive. it has kept a lrge playerbase over the years,Rocket League®
2018-09-24,0,0,161,False,Recommended,"GAME OVERALL The game is fast pace and requires skill. It is best to play on console or controller there are somethings that you can and cannot do if your a keyboard + mouse player or controller player. The game is overall fun HOWEVER after playing it for a long amount of time in one sitting. i get annoyed mostly on how people play. DLC's Yes there is a lot and a lot of added content to get and buy but does not mean the game is PAY2WIN. The added content is only for looks or what others may say for ""flexing"". The added content is worth it though )BETTER TO PLAY WITH FRIENDS",Rocket League®
2018-11-26,0,0,1060,False,Recommended,985 Hours on record. Nuff said.,Rocket League®
2018-11-26,0,0,162,False,Recommended,A fun game no matter what platform it's played on! While there is a bit of a learning curve to be able to compete at a high level the AI matches are well scaled for beginners.,Rocket League®
2018-11-26,0,0,23,False,Recommended,This game big yes,Rocket League®
2018-11-26,0,0,55,False,Recommended,I like drive the car ),Rocket League®
2017-11-24,0,0,188,False,Recommended,Good game better with friends,Rocket League®
2018-11-21,0,0,11,False,Recommended,Pretty gud,Rocket League®
2018-11-21,0,0,21,False,Recommended,Product received for free. vroooooom vrooooooooooooooooooom i like,Rocket League®
2018-11-21,0,0,571,False,Recommended,Love it! D Easy to learn but hard to master.,Rocket League®
2018-11-21,0,0,93,False,Recommended,Much like crack it's not very expensive and I keep coming back to it.,Rocket League®
2018-11-21,0,0,378,False,Recommended,Best MP game for friends,Rocket League®
2018-11-21,0,0,154,False,Recommended,Fun,Rocket League®
2018-11-21,0,0,35,False,Recommended,Beep Beep I am a Truck,Rocket League®
2018-11-21,0,0,1334,False,Recommended,This game never gets old the skill ceiling reaches the stars,Rocket League®
2018-11-21,0,0,79,False,Recommended,Great game it may be a bit frustrating sometimes but it's very fun to play with friends.,Rocket League®
2017-01-14,0,0,742,False,Recommended,Gameplay is an instanut but they keep putting off vital updates and filling the vboid with crates,Rocket League®
2018-11-22,0,0,1329,False,Recommended,Racing videogames? Meh.Football videogames? Bleh.This here racing football videogame? Best damn game I've ever played.Yeah I don't understand it either.,Rocket League®
2018-11-22,0,0,47,False,Recommended,Pretty ok,Rocket League®
2018-11-21,0,0,289,False,Recommended,Muito bom,Rocket League®
2018-11-26,0,0,162,False,Recommended,fun af,Rocket League®
2018-11-26,0,0,384,False,Recommended,Better than FIFA.,Rocket League®
2018-11-26,0,0,657,False,Recommended,such a good game it has no issues i liked nthe competitive scene qits simple but he ranking system may need an update a,Rocket League®
2016-09-25,0,0,1646,False,Recommended,Product received for free. Endless amount of fun.!,Rocket League®
2016-11-26,0,0,247,False,Recommended,HitAboveThe Ball !!!,Rocket League®
2018-11-26,0,0,1061,False,Recommended,Best game out there for a quick fix of multiplayer soccer heaven!!! Just look at the hours spent on this baby...oh boy.,Rocket League®
2018-11-26,0,0,563,False,Recommended,Whew.,Rocket League®
2018-11-26,0,0,658,False,Recommended,This is the ultimate in car soccer. The physics and quick playtime make this my go to game when I want to burn a quick 15 minutes that usually stretches an hour or 2. The community can be brutal but you usually only have to deal with the ruffians for 5 minutes at a time.,Rocket League®
2018-11-26,0,0,609,False,Recommended,Great,Rocket League®
2018-11-26,0,0,363,False,Recommended,this game s,Rocket League®
2017-11-22,0,0,612,False,Recommended,Nice. Very nice!,Rocket League®
2018-11-22,0,0,1589,False,Recommended,Endless fun a game easy to pick up and start playing and never put back down. Has plenty of playerbase at all skill levels and has a near limitless skill ceiling. In terms of cost per hour played this game is a steal for ten bucks I highly recommend it.,Rocket League®
2018-11-22,0,0,608,False,Recommended,Pretty good game,Rocket League®
2018-11-22,0,0,167,False,Recommended,This game is pretty ebic,Rocket League®
2018-11-22,0,0,300,False,Recommended,Mucho fun,Rocket League®
2018-11-22,0,0,3,False,Recommended,GG!,Rocket League®
2018-11-22,0,0,658,False,Recommended,This is Rocket League!,Rocket League®
2018-03-13,0,0,221,False,Recommended,Rocket league has a huge learning curve and great community. Matches are fun multiple game modes are there to experiment with and the graphics are real good. You can pay for skins and such aesthetic perks but all of the core gameplay is yours. The AI needs much more work done especially when the players are so good at the game now. At least the All Star AI should learn some arials. All good overall though 8/10.,Rocket League®
2018-11-22,0,0,170,False,Recommended,Product received for free. Good Game PogChamp ez clap Aerials,Rocket League®
2016-11-23,0,0,1264,False,Recommended,vroom vroom,Rocket League®
2018-11-22,0,0,341,False,Recommended,This game is very cash money i reccomened it to anyone who wants to get into a competitive game and loves the grind and practice aspect of sports. YA DIGG,Rocket League®
2017-10-29,0,0,1218,False,Recommended,Great game servers can sometimes be iffy but for the most part are good. Obviously better with a friend but can be fun to sit back jam out and solo queue while stomping some teams.,Rocket League®
2018-11-23,0,0,718,False,Recommended,Nice community!,Rocket League®
2018-11-23,0,0,75,False,Recommended,best multplayer game of all time,Rocket League®
2018-11-23,0,0,564,False,Recommended,Great fun!,Rocket League®
2017-11-23,0,0,1274,False,Recommended,1000+ hours in and this game still delivers.,Rocket League®
2018-11-23,0,0,419,False,Recommended,Whoever thought rocket cars and soccer would go well together is an absolute madman. Whether play competitively online or just a casual couch session with friends (split screen or network) with different game modes to choose from if soccer wasn't enough. I personally can't see this unique genre dying in the modern game world anytime soon. Great game. 9 out of 10 for me.,Rocket League®
2018-11-23,0,0,841,False,Recommended,I love This game,Rocket League®
2018-11-23,0,0,560,False,Recommended,"Fifa + Need for speed with the occasional ""Directed by Michael Bay"" scenes RL",Rocket League®
2018-09-14,0,0,854,False,Recommended,"I love this game so much! &lt 3""THIS IS ROCKET LEAGUE!""",Rocket League®
2018-11-22,0,0,173,False,Recommended,Fun game,Rocket League®
2018-11-22,0,0,141,False,Recommended,Great game to play with friends whether it be duos or standards. Competitive play is where the real fun comes in unless you want to experience cancer or be cancer. In that case Casual play is the choice Physics are a little on the highly questionable side sometimes though I am sure that will be fixed in a future update.,Rocket League®
2018-11-22,0,0,5,False,Recommended,Time killer.,Rocket League®
2018-11-22,0,0,765,False,Recommended,Gets more fun the better you get,Rocket League®
2018-11-22,0,0,142,False,Recommended,I've played Rocket League for a while now and I strongly recomend it if you are into cars and soccer / football.Pros The devolopers are always updating and giving the game new content Major choices for customising your car for your liking Big community You can play with your friends Lots of fun!Cons Servers can be quite laggy from time to time Some people may try to scam you for your itemsSome times some players can get aggressive or abusive but generally players are nice if you do experience it thought you can report them in game. It might take a while to start getting really good at the game but it's not that hard to learn the game does have training simulators and tries to match you up in a game with players that have simular skill level as you. The game is mainly focused for Online and multiplayer but there is offline options were you can play against AI / Bots. If you are interested I recommend you getting the game!,Rocket League®
2018-11-22,0,0,271,False,Recommended,greatest game i've ever played. own it on all my consoles and spent a lot of money on keys... I'll never stop playing,Rocket League®
2018-11-22,0,0,24,False,Recommended,yea its a good game 10/10 would get ed back to bronze again,Rocket League®
2018-11-22,0,0,118,False,Recommended,Second Purchase of this game and the only thing i'm disapointed in is that i lost the ability to use my shared DLC cars worked once upon a time now it doesn't...,Rocket League®
2018-11-26,0,0,4,False,Recommended,neato,Rocket League®
2016-11-25,0,0,2445,False,Recommended,Soccer + car + rocket &lt 3,Rocket League®
2018-11-26,0,0,16,False,Recommended,Cars and soccer.,Rocket League®
2018-11-26,0,0,11,False,Recommended,aaaaaaaaaaaaaaaaa,Rocket League®
2017-03-21,0,0,729,False,Recommended,10/10 would be insulted again !!,Rocket League®
2018-11-26,0,0,973,False,Recommended,Nice shot!,Rocket League®
2018-11-26,0,0,892,False,Recommended,What can I say about this game that someone else hasn't already? Probably nothing but steam want me to review it so here goes. Rocket League has the perfect skill gap and learning curve out of any competitive game I've ever played. Learning in this game is fun and rewarding and because of that moments are memorable. Maybe it's first time you make contact with the ball on an aerial maybe it's the first time you score an aerial goal or maybe it's that time you pulled off the perfect flick after crossing up 2 defenders in over time. My point is if you put the time into RL you will be met with one of the best gaming experiences ever. Period.,Rocket League®
2015-11-26,0,0,1376,False,Recommended,Ball still equals life 3 years later.,Rocket League®
2018-11-22,0,0,262,False,Recommended,Best game to play with friends would rate 10/10,Rocket League®
2018-11-22,0,0,206,False,Recommended,Highly recommend Rocket League Great game to waste hours on playing with friends and rivals alike.,Rocket League®
2018-11-22,0,0,24,False,Recommended,Fun game !!!,Rocket League®
2017-05-29,0,0,1020,False,Recommended,*Almost 1000 hours on record* still garbage,Rocket League®
2018-11-22,0,0,581,False,Recommended,It's still the the simple classic game it was when it came out.Easy to pick up and play though lots to learn and improve on.Regularly updated aswell.,Rocket League®
2016-11-23,0,0,40,False,Recommended,Still just as fun as the first day I played it. Would highly recommend picking this game up.,Rocket League®
2018-11-22,0,0,1939,False,Recommended,Great game skill based addictive time sink.,Rocket League®
2017-11-28,0,0,150,False,Recommended,If you like soccer/football/basketball/ice hockey if you like a huge range of really fast cars with a wide range of decals colours wheels hats flags trails rocket boosts and goal explosions.... well you're gonna love Rockect League! I give it a 10/10 and like most games they have the yearly events like halloween and christmas goodies! Check out my Youtube channel if you wanna see more! https //www.youtube.com/playlist?list PLq9kK8ZVW4uxt fgm Ftw5V8hMBeJUklZJust to update... Absolutely still loving this game! 2018 D,Rocket League®
2016-11-23,0,0,1479,False,Recommended,gg would smack car into ball again,Rocket League®
2018-11-22,0,0,1,False,Recommended,good game,Rocket League®
2018-11-22,0,0,634,False,Recommended,Best Game.,Rocket League®
2018-11-22,0,0,35,False,Recommended,10/10 because rick and morty stuff#200 IQgamer,Rocket League®
2017-10-03,0,0,296,False,Not Recommended,"RL is fun the skill ceiling is insanely high the visuals are great but it has hands down the worst matchmaking i have witnessed in any competetive multiplayer to date.there are way too many people who dont belong in their rank because of how they play. its not even the case of ""having a bad match bruh"".just imagine you belong to the top 0.5% of the playerbase and you get matched with people who dont even understand the basic mechanics of the game.its like playing league of legends and your jungler refuses to take smite and a leash then dies because of his/her own stupidity and blames you for his/her mistake. sounds absurd right? well thats rocket league in a nutshell for you.you will be teamed up with boosted idiots who dont understand what they are doing.",Rocket League®
2017-06-29,0,0,13,False,Recommended,Great game with a great server it is addictive too.9.5/10,Rocket League®
2018-11-16,0,0,161,False,Not Recommended,The game is good I got a few DLC cars as well but the SA servers are SO BAD they disconnect all the time package loss lag interrupted matches. Can't even play a competitive match cause of the penalty regarding mid game disconnect. I'm not going to recommend this game until Psyonix or whoever it needs to be addresses these issues. The game is NOT enjoyable at this point due to lots of lag. The brazilian community is also extremely toxic as they will ever be.,Rocket League®
2018-04-04,0,0,1202,False,Recommended,"IntroductionA Collegue once told me ""You Should really try out Rocket League!"" and after searching for it on steam it couldn't really impress me and I ignored it.Playing Football with rocket powered Cars??? What a stupid Idea.....After two / three months he asked again.....""What about Rocket League.....you already tried it ?"" and I was like ""No! And I won't play this stupid Game!""I think some Days later after he asked me the second Time i forced myself to buy it for 19 99 .I can't do anything wrong with 19 99 thats what I've told myself.I started the Game and set all the Options i need to feel good to go.I chosed a Car...""Breakout"" maybe and started my first Match with a random Guy.The Controls of the Car were kinda good and the graphics and sound were satisfying and there wasn't anything to complain about.I rarely hit the ball and I drove like a maniac and tried everything to ""kick"" the ball into the opponents goal.After some time I managed to score and felt like a unbeatable badass!!! I played Rocket League for 2 3 Days and everything went good so far and I ranked a little bit up ( Silver I ? ) I really can't tell.I reached Silver !!! What a great feeling to rank up and now they can eat my virtual dust! I felt so confident that I just played like before without much improvement.I failed so hard and some of the guys were flying through the air and hitting the ball like there was no tomorrow.....I didnn't even knew how to get that high to reach the ball! It was frustrating.I stopped playing Rocket League after some days of total devastation.I couldn't believe it and I stopped playing for some months.After this Time I could start the game again and I promised myself to get better!Now after 1000 Hours of playing the Game you can clearly see that I diddn't gave up and trained to became better!Pro's &amp Con'sI really don't want to go deep into the driving mechanics and differences between the Cars.There are a lot of Guides out there!Pro's + NO Pay 2 Win+ Cars have the same speed+ even without DLC Cars you have a good amount of Cars to choose from+ Cars can be customized ( Paint Wheels Decals Trails Boosts Topper &amp Antennas )+ different Modes to play ( Standard Competitive Dropshot Basketball Hockey &amp Rumble )+ Training Mode !+ Many Arenas ( 10 Standard 1 Seasonal 5 alternative and 6 Rocket Labs arenas )+ Good Soundtrack for the Game and from Time to Time more songs has been added through an update + Season Rewards after a Season Ends+ You get random rewards after a Match has ended+ Ranking System ( Global Rank from 1 to 74/75 and from Unranked to Grand Champion )+ You can trade your Items with other players Worldwide+ Updates after Updates with bugfixes new Content and Events !+ Rocket League has a huge community+ Fair matchmaking + Many options ( Controls Graphics Sound and misc. )+ Items from a Crate won't give you ingame advantages and you only get cosmetic stuff for you or for other CarsNeutral +/ Crates can only be opned with Keys which can be obtained by buying them through the Game.The Prices for some Keys are fair and some money will fill up the Price Pool for upcoming Tournaments.Buying Keys CAN be addictive and you might buy more Keys as you really want! So be warned !+/ High Learning Curve You are going to need a lot of Time to get better ! Don't give up!Con's Can be frustrating sometimes but that doesn't count. )Servers are sometimes unstableConclusionShort and simple...You planned to buy Rocket League to have some Fun without playing ranked / competitive? Then buy It!You planned to get good in Rocket League and have some Fun and play ranked / competitive as well ? Buy it as well but be aware of the learning curve! This won't be a smooth ride but you will get rewarded with a lot of Fun great matches solid graphics good sound and harder opponents ).Maybe im going to edit some small things later on but it won't be anything Important.Feel free to ask me down below in the comment section!See you online!",Rocket League®
2018-11-22,0,0,113,False,Recommended,gg,Rocket League®
2018-11-22,0,0,658,False,Recommended,I love this game cuz it's rocket league,Rocket League®
2017-08-13,0,0,744,False,Recommended,Need 200 hours to aerial Need 700 hours to use wallgood gem,Rocket League®
2018-11-22,0,0,432,False,Recommended,Fun game. Love to play it!Especially with friends,Rocket League®
2018-11-22,0,0,368,False,Recommended,great game and great fun with friends,Rocket League®
2016-07-28,0,0,1598,False,Recommended,This is one of the most addictive games I have ever played. When I first heard about it I was like 'a football game with cars how would that be good or fun in any way?'Here I am with almost 1000 hours on that same game I thought would be terrible.Multiple times I have stopped playing this game as I wasn't winning was bored of it and wanted something new. Each and everytime I took a break I found myself always coming back to it again and again. I also always seem to find something new to focus on everytime I play whether that be aerials dribbling defence passing etc. There is nearly always something that I found myself wanting to improve or gaining a higher rank than where I was previously.Even after 900+ hours I still find this game fun and enjoyable to play.,Rocket League®
2018-11-22,0,0,19,False,Recommended,My favourite CBT game,Rocket League®
2018-11-22,0,0,6,False,Recommended,nice,Rocket League®
2016-07-30,0,0,1517,False,Recommended,I still dont know why i've played this game so much...,Rocket League®
2018-11-22,0,0,43,False,Recommended,fun,Rocket League®
2018-11-22,0,0,749,False,Recommended,Amazing game.,Rocket League®
2018-11-22,0,0,188,False,Recommended,i fly to hit the ball. i miss. i get flamed,Rocket League®
2016-11-24,0,0,133,False,Recommended,This game is personally one of the best games to play with a group of friends. I love ranked and the casual is good too sometimes you may run into absolute sweats but other than that its a very good game.,Rocket League®
2018-11-22,0,0,420,False,Recommended,I hate this game ),Rocket League®
2018-11-22,0,0,1493,False,Recommended,Been playing this game since it came out. Love the action of the gameplay as a soccer fan and a car fan and having it all mixed as one. With tons of updates to keep content rolling out,Rocket League®
2018-11-22,0,0,906,False,Recommended,One of my favorite game since NHL94 !,Rocket League®
2015-09-30,0,0,139,False,Recommended,I like ball chasing,Rocket League®
2018-11-02,0,0,139,False,Recommended,This game is one of the best I just bought it yesterday and i'm so happy to be able to play it with my friends! Keep it up! ),Rocket League®
2018-11-22,0,0,51,False,Recommended,This game is just great I always end up coming back to it. There's just something so appealing about it and this is coming from someone who hates sports games. I know this not a conventional sports game at all but still.,Rocket League®
2018-11-22,0,0,2485,False,Recommended,Pretty good but haven't played much.,Rocket League®
2018-11-22,0,0,278,False,Recommended,bumper cars with a soccer ball 10/10,Rocket League®
2018-11-22,0,0,389,False,Recommended,get gud,Rocket League®
2018-11-22,0,0,128,False,Recommended,"One of my favourite ""sports"" games",Rocket League®
2018-11-22,0,0,110,False,Recommended,I love the game its so nice and its so fun to play ive played it for sometime now and ive loved it the game has good looking maps and cars the gameplay is great ive had lots of fun on it and its very fun to mess around in free play,Rocket League®
2018-11-22,0,0,262,False,Recommended,Football with remote control cars.Great fun with friends mute everyone else. You can thank me later.,Rocket League®
2018-11-22,0,0,167,False,Recommended,This game is very enjoyable. I would recommend rocket league to any sports fans out there.,Rocket League®
2017-10-15,0,0,32,False,Recommended,This must be the best R300 I ve spent in a while! I've been a Battlefield player for years now and I just wanted something new and fresh that included online multiplayer. Not being a huge sports game fan I took the dive and bought the game and jumped right into the first online match that I could find and boy was I surprised! The GFX the Sound the gameplay the online experience the teamwork that goes into getting a goal everything made me respect this game even more. A solid 10/10 and a big thumbs up from me!!,Rocket League®
2018-11-22,0,0,714,False,Recommended,What a save!,Rocket League®
2018-11-22,0,0,425,False,Recommended,meh,Rocket League®
2017-07-19,0,0,575,False,Not Recommended,Easy to learn hard to master. Great price for a game of this standard. You'll always find a game as there are many people playing all the time. Easy game to get 100% achievements in however you need to purchase a few dlcs. 10/10 game would recommend.Update If you want to play online the servers are terrible. Will change back to thumbs up when the servers are fixed.Update again Added more acheivements still easy to get. Servers are better than they were but still cause plenty of issues.,Rocket League®
2016-11-28,0,0,660,False,Recommended,I didn't care about this game when the Beta was released. But now is almost the only game that I play with friends.Update 2018 Nov Waiting eagerly for the new cross platform party update.With the new additions to the game it keeps being very enjoyable. Hoping for the best in the next years.,Rocket League®
2017-12-27,0,0,496,False,Recommended,A really great game. It gave me and lots of my friend's good memories. It is one of the best games in my opinion. Spend some hours on it and you'll find it addicting. It gets boring in the beginning untill you watch JSTN and try to copy him. You learn about competitive. ROAD TO GRAND CHAMPION. Then boom 2000 10000 hours of your life gone becuase of a mashup between soccer and racing. You smile and enjoy this game.,Rocket League®
2017-11-24,0,0,418,False,Recommended,Honestly a game that keeps on giving. So much fun and it continues to be fun definitely worth the buy!,Rocket League®
2018-11-22,0,0,85,False,Recommended,It's pretty fun.,Rocket League®
2018-01-25,0,0,691,False,Recommended,Product received for free. the most best game.this game are getting betterand the updates are awesome,Rocket League®
2018-11-22,0,0,145,False,Recommended,good game very toxic !!!,Rocket League®
2018-11-22,0,0,617,False,Recommended,"Very fun. More than just a ""soccer game with cars"". Its simple yet complex. Not much has changed to the gameplay since the beginning but new mechanics and tricks are still discovered. Lots of potential. And best thing is all the mechanics are doable with practice/effort. Although some are harder to grasp. Basically theres always room for improvement and new things to learn. While this is true for every game its more prominent in this game as the skill sets are very specific and you can almost tick off boxes of what you can and cannot do in stages. Theres also freedom of how to use these skills in different situations.Tip tho at first it may be frustrating that you cannot comprehend the game physics but trust me its worth it once you do.",Rocket League®
2018-11-22,0,0,1780,False,Recommended,An amazing game if you're looking for a game that will suck over a thousand hours of your life,Rocket League®
2016-12-07,0,0,5077,False,Recommended,This game is so much fun. If you like competitive multiplayer games it is not to be missed.,Rocket League®
2017-07-07,0,0,273,False,Recommended,Flawless fun!!EDIT Some time later I have no fun at all. Only rage and competition. JK This is pure funEDIT2 eh its boring now.,Rocket League®
2018-11-22,0,0,222,False,Recommended,Been playing this game for a good few years now and I'm still not tired of it!Can't recommend this one enough.,Rocket League®
2018-11-23,0,0,8,False,Recommended,Product received for free. I'm new to Rocket League but it's been a blast so far!,Rocket League®
2017-04-04,0,0,847,False,Recommended,This game is awesome it's so competitive,Rocket League®
2016-04-23,0,0,308,False,Recommended,Great Game. Many hours spent. Such a simple concept but hard to master and a boat load of quick casual fun.years later still having fun!,Rocket League®
2018-11-23,0,0,334,False,Recommended,Just buy it.,Rocket League®
2018-11-23,0,0,151,False,Recommended,Still a great game to play. Definitely worth your time.,Rocket League®
2015-07-08,0,0,1336,False,Recommended,WHAT A SAVE!,Rocket League®
2018-11-23,0,0,213,False,Recommended,This is literally soccer with cars. However dont be fooled by that simple description. Even though it may seem simple many of the game mechanics will take time to master. Whether your playing with friends or just by yourself this will be a great addition to your game library ),Rocket League®
2016-04-09,0,0,392,False,Recommended,vroom vroom vroooooooooooooom,Rocket League®
2016-12-31,0,0,186,False,Recommended,Great game would definitely recommend picking it up.,Rocket League®
2018-11-23,0,0,766,False,Recommended,If only my soccer coach could see me now not suck at this sport so much.,Rocket League®
2018-11-22,0,0,224,False,Recommended,gg,Rocket League®
2017-11-24,0,0,508,False,Recommended,Sehr gutes Competivegame (wenn man nicht competitive spielt um zu verliern bttrcrm)und auch sonst naise.lel,Rocket League®
2018-11-22,0,0,1195,False,Recommended,Played a lil bit. It's fun.,Rocket League®
2018-11-22,0,0,137,False,Recommended,this game sucks,Rocket League®
2018-11-22,0,0,497,False,Recommended,Good,Rocket League®
2016-11-23,0,0,178,False,Recommended,"This is one of those ""i'll just play 5 more minutes"" kind of game so you wont get bored or mad because you'll already be playing another match.PS You'll be saying ""I totally meant to score like that"" a lot.PS2 Trick your american friends into playing ""soccer""",Rocket League®
2018-11-22,0,0,10,False,Recommended,Very nice.,Rocket League®
2018-08-28,0,0,39,False,Recommended,PING 100 all without 1 or 2 of the enemy.WORST Servers ever,Rocket League®
2018-11-22,0,0,557,False,Recommended,Fun game,Rocket League®
2018-11-22,0,0,1283,False,Recommended,Amazing game with a toxic community sums it all up,Rocket League®
2018-11-22,0,0,128,False,Recommended,After my first 100 hours or so i genuinely enjoy this game and i would recomend playng it with friends,Rocket League®
2018-11-22,0,0,587,False,Recommended,Hotwheel soccer My favourite game type!,Rocket League®
2018-11-22,0,0,42,False,Recommended,soccer cars ftw,Rocket League®
2017-11-27,0,0,422,False,Recommended,matchmaking is but a great time killer and even better with friends,Rocket League®
2018-11-22,0,0,1484,False,Recommended,One of the most satisfying competitive games around considering that a match only lasts for around 7 8 minutes. But the sense of satisfaction you get for winning in a ranked game is brilliant. It is definitely something you want to play with a friend if possible because as you would expect from any competitive game the community is very hostile again being competitive emotions are always high so this is to be expected.,Rocket League®
2018-11-22,0,0,82,False,Recommended,Fun.,Rocket League®
2018-11-22,0,0,5,False,Recommended,Twisted Metal Soccer.,Rocket League®
2018-11-22,0,0,533,False,Recommended,fun with friends laggy at times,Rocket League®
2018-11-22,0,0,279,False,Recommended,This game is amazing I play it every day. The only thing I can say is if you don't have this game already WHAT ARE YOU DOING BUY IT!,Rocket League®
2018-11-23,0,0,349,False,Recommended,Not much to say about this this game is just really great.Even better with friends.,Rocket League®
2018-11-23,0,0,123,False,Recommended,very good game,Rocket League®
2018-11-23,0,0,305,False,Recommended,review for badge,Rocket League®
2018-11-23,0,0,239,False,Recommended,It's Rocket League nuff said,Rocket League®
2017-10-25,0,0,722,False,Recommended,TLDR Fun to play hard to master. Tons of items to collect and deck your car out with. One of the best games I have ever played. Got it free on PlayStation Plus and loved it so much that I decided to purchase a PC copy. This game is easy to pickup and hard to master. The only issue I have is the crate and key system but that seems to be an industry standard at this point '(. Recently they did an update to let the players earn keys through playing the game which is a great idea from my standpoint. Just hoping people don't abuse it.Edit Crate / Key system not that big of a deal they implemented it well enough. The addition of Rocket Pass allows you to know what you are getting as long as you are willing to put in the time for it. Over 500 hours played and am still getting better everyday,Rocket League®
2018-11-22,0,0,265,False,Recommended,Great game totally recommend playing with a friend! 10/10,Rocket League®
2018-11-22,0,0,100,False,Recommended,Fun game,Rocket League®
2018-11-21,0,0,296,False,Recommended,10/10 would go bankrupt again for this game,Rocket League®
2018-11-22,0,0,729,False,Recommended,If you don't have this game yet get it.,Rocket League®
2018-11-22,0,0,480,False,Recommended,Just an awesome game that requires pure skill and teamwork!,Rocket League®
2018-11-22,0,0,553,False,Recommended,Incredibly fun and addicting.,Rocket League®
2017-11-22,0,0,515,False,Recommended,10/10,Rocket League®
2018-11-22,0,0,198,False,Recommended,Amazing game. Very fun to play with other people.,Rocket League®
2018-11-22,0,0,800,False,Recommended,game fun lol,Rocket League®
2018-11-22,0,0,21,False,Recommended,"""Oh no I hit my ball into my goal again.""",Rocket League®
2018-11-22,0,0,190,False,Recommended,fun at low level noob play and even better at pro play,Rocket League®
2018-11-22,0,0,1540,False,Recommended,Pretty darn good physics based soccer game. You are a rocket powered car hit the ball into the goal. It seems pretty straight forward but you have to learn how to control a rocket. I have 1 400 hours and I am about to get champ. If you watch videos and practice and really focus you can get good. This is not a game where you let your mind wander and just relax. It is somehting you work at and it ROCKS!,Rocket League®
2016-11-26,0,0,1416,False,Recommended,Can't... stop... playing...Holy Cow! gg,Rocket League®
2018-05-04,0,0,918,False,Recommended,OK so i have a good basis of they game now to finally give it a review and overall i would certainly give it a thumbs up. the game play is awesome there is always something new to learn and when you hit those nutty shots your happy meter gets a mega boost. i have yet to find this game boring and it always gets me to come back. however there are a few down falls to the game. one is the people who play mostly in rank can get really toxic and after reading other reviews i can see that its a pretty well known problem. the other huge problem with this game is the servers.i have never played a full rocket league game where i did not lag at least once and usually it does it at the worst time. with the recent update i was happy cause i thought they fixed this problem and had addressed the issue BUT NOPE instead they made the problem worse. and rocket league lag is probably the most frustrating lag in the universe because even if it lags a little you will miss the ball for sure. so at the moment its got a few issues that is does need to adress but it has given me countless hours of fun and the skill ceiling is endless so its worth it in my eyes.,Rocket League®
2017-11-23,0,0,188,False,Recommended,11/11 would get mad and smash controller again,Rocket League®
2016-11-12,0,0,1319,False,Recommended,The competitive mode awakens a great sense of I wanna be a Pokemon Master type of feeling related to Rocket League. There is always something new to master dribbles air dribbles flicks ceiling shot not hero balling not trying to forfeit after 30 seconds into a game name it! If I had more time and was a sea turtle I would obviously not play this game but I d wish I was human to play it all day long!!Two years later I still feel the same about this game except that I mastered a lot of things but I still have more to master!,Rocket League®
2016-08-05,0,0,1336,False,Recommended,vrrrrrr vrrrrr vrrrrrrrr VROOOOOM BOOOM aaaaaaaaaaRocket League is a simple game at first but has so much hidden depth once you keep playing. It's all in the gameplay. Rocket League's gameplay is unbelievably satisfying and lacks any obligatory message that many games are pay to win circa 2017 . Each match starts off relatively the same depending on if you're playing singles doubles or triples but each game will unfold differently requiring the player to adapt. As you keep playing you learn more about the game's tactics and flow and seeing yourself gain new skills and progress in gameplay is undeniably fun.,Rocket League®
2018-11-22,0,0,38,False,Recommended,Nice,Rocket League®
2018-11-22,0,0,108,False,Recommended,gg,Rocket League®
2018-11-22,0,0,338,False,Recommended,Fun Game easy to get into better with friends,Rocket League®
2018-11-22,0,0,23,False,Recommended,As someone that doesn't typically appreciate sports games this is a fun distraction that doesn't get annoying when you lose and is particularly gratifying when you win.,Rocket League®
2018-11-22,0,0,317,False,Recommended,I enjoy carrying my friends,Rocket League®
